penis	POS	NOUN
penis	GLOSS	male organ for copulation and urination
penis	SYNONYM	anaconda
penis	SYNONYM	baloney pony
penis	SYNONYM	choad
penis	SYNONYM	choda
penis	SYNONYM	chode
penis	SYNONYM	chopper
penis	SYNONYM	cock
penis	SYNONYM	crank
penis	SYNONYM	dick
penis	SYNONYM	diddly
penis	SYNONYM	dingaling
penis	SYNONYM	ding-a-ling
penis	SYNONYM	ding-dong
penis	SYNONYM	dinger
penis	SYNONYM	dingle
penis	SYNONYM	dingus
penis	SYNONYM	dingy
penis	SYNONYM	dink
penis	SYNONYM	disco stick
penis	SYNONYM	dong
penis	SYNONYM	donger
penis	SYNONYM	doodle
penis	SYNONYM	dork
penis	SYNONYM	fuckpole
penis	SYNONYM	jimmy
penis	SYNONYM	johnson
penis	SYNONYM	John Thomas
penis	SYNONYM	joystick
penis	SYNONYM	kielbasa
penis	SYNONYM	knob
penis	SYNONYM	lad
penis	SYNONYM	langer
penis	SYNONYM	love muscle
penis	SYNONYM	love truncheon
penis	SYNONYM	male member
penis	SYNONYM	manhood
penis	SYNONYM	meat
penis	SYNONYM	meatstick
penis	SYNONYM	meat stick
penis	SYNONYM	member
penis	SYNONYM	membrum virile
penis	SYNONYM	one-eyed trouser snake
penis	SYNONYM	organ
penis	SYNONYM	package
penis	SYNONYM	pecker
penis	SYNONYM	peen
penis	SYNONYM	pee-pee
penis	SYNONYM	pee-wee
penis	SYNONYM	pego
penis	SYNONYM	penis
penis	SYNONYM	peter
penis	SYNONYM	phallus
penis	SYNONYM	piece
penis	SYNONYM	pink cigar
penis	SYNONYM	pintle
penis	SYNONYM	pizzle
penis	SYNONYM	pork sword
penis	SYNONYM	prick
penis	SYNONYM	pud
penis	SYNONYM	rod
penis	SYNONYM	sausage
penis	SYNONYM	schlong
penis	SYNONYM	shaft
penis	SYNONYM	shlong
penis	SYNONYM	skin flute
penis	SYNONYM	snake
penis	SYNONYM	snausage
penis	SYNONYM	spitstick
penis	SYNONYM	tadger
penis	SYNONYM	tallywacker
penis	SYNONYM	third leg
penis	SYNONYM	todger
penis	SYNONYM	tool
penis	SYNONYM	trouser snake
penis	SYNONYM	unit
penis	SYNONYM	virile member
penis	SYNONYM	wang
penis	SYNONYM	weapon
penis	SYNONYM	wee-wee
penis	SYNONYM	whang
penis	SYNONYM	wick
penis	SYNONYM	wiener
penis	SYNONYM	willie
penis	SYNONYM	willy
penis	SYNONYM	winky
penis	SYNONYM	yard
penis	HYPONYM	erect penis
penis	HYPONYM	donkey cock
penis	HYPONYM	donkey dick
penis	HYPONYM	horse cock
penis	HYPONYM	horse dick
penis	HYPONYM	monster cock
penis	HYPONYM	supercock
penis	HYPONYM	superdick
penis	HYPONYM	superpenis
penis	HYPONYM	baby dick
penis	HYPONYM	micropenis
penis	HYPONYM	microphallus
penis	HYPONYM	needle dick
penis	HYPONYM	pencil dick
penis	HYPONYM	dicksicle
sexual intercourse	POS	NOUN
sexual intercourse	GLOSS	insertion of the penis into the vagina, culminating in ejaculation of semen
sexual intercourse	SYNONYM	ass
sexual intercourse	SYNONYM	carnal knowledge
sexual intercourse	SYNONYM	coitus
sexual intercourse	SYNONYM	coition
sexual intercourse	SYNONYM	commerce
sexual intercourse	SYNONYM	compression
sexual intercourse	SYNONYM	congress
sexual intercourse	SYNONYM	consummation
sexual intercourse	SYNONYM	copulation
sexual intercourse	SYNONYM	coupling
sexual intercourse	SYNONYM	fornication
sexual intercourse	SYNONYM	intimacy
sexual intercourse	SYNONYM	joining
sexual intercourse	SYNONYM	marital embrace
sexual intercourse	SYNONYM	mating
sexual intercourse	SYNONYM	penetration
sexual intercourse	SYNONYM	sexual union
sexual intercourse	SYNONYM	union
sexual intercourse	SYNONYM	relations
sexual intercourse	SYNONYM	the beast with two backs
sexual intercourse	SYNONYM	birds and the bees
sexual intercourse	SYNONYM	chesterfield rugby
sexual intercourse	SYNONYM	creating one flesh
sexual intercourse	SYNONYM	sleeping together
sexual intercourse	SYNONYM	horizontal dancing
sexual intercourse	SYNONYM	horizontal hula
sexual intercourse	SYNONYM	horizontal mambo
sexual intercourse	SYNONYM	Ugandan discussions
sexual intercourse	SYNONYM	bang
sexual intercourse	SYNONYM	beef injection
sexual intercourse	SYNONYM	bonking
sexual intercourse	SYNONYM	fucking
sexual intercourse	SYNONYM	frig
sexual intercourse	SYNONYM	hot beef injection
sexual intercourse	SYNONYM	hump
sexual intercourse	SYNONYM	lay
sexual intercourse	SYNONYM	nookie
sexual intercourse	SYNONYM	quickie
sexual intercourse	SYNONYM	ride
sexual intercourse	SYNONYM	root
sexual intercourse	SYNONYM	screw
sexual intercourse	SYNONYM	screwing
sexual intercourse	SYNONYM	shag
worship	POS	NOUN
worship	GLOSS	the devotion accorded to a deity or to a sacred object
worship	SYNONYM	worship
worship	HYPONYM	aischrolatry
worship	HYPONYM	allotheism
worship	HYPONYM	angelolatry
worship	HYPONYM	anthropolatry
worship	HYPONYM	arbrolatry
worship	HYPONYM	archaeolatry
worship	HYPONYM	astrolatry
worship	HYPONYM	autolatry
worship	HYPONYM	bardolatry
worship	HYPONYM	bibliolatry
worship	HYPONYM	Christolatry
worship	HYPONYM	cosmolatry
worship	HYPONYM	cynolatry
worship	HYPONYM	demonolatry
worship	HYPONYM	dendrolatry
worship	HYPONYM	ecclesiolatry
worship	HYPONYM	epeolatry
worship	HYPONYM	episcopolatry
worship	HYPONYM	gamidolatry
worship	HYPONYM	gastrolatry
worship	HYPONYM	geolatry
worship	HYPONYM	grammatolatry
worship	HYPONYM	gyniolatry
worship	HYPONYM	hagiolatry
worship	HYPONYM	heliolatry
worship	HYPONYM	hierolatry
worship	HYPONYM	hygeiolatry
worship	HYPONYM	ichthyolatry
worship	HYPONYM	iconolatry
worship	HYPONYM	idolatry
worship	HYPONYM	litholatry
worship	HYPONYM	lordolatry
worship	HYPONYM	Mariolatry
worship	HYPONYM	martyrolatry
worship	HYPONYM	mechanolatry
worship	HYPONYM	monolatry
worship	HYPONYM	necrolatry
worship	HYPONYM	neolatry
worship	HYPONYM	onolatry
worship	HYPONYM	ophiolatry
worship	HYPONYM	ophism
worship	HYPONYM	pandemonism
worship	HYPONYM	parthenolatry
worship	HYPONYM	patriolatry
worship	HYPONYM	physiolatry
worship	HYPONYM	planetolatry
worship	HYPONYM	plutolatry
worship	HYPONYM	poetolatry
worship	HYPONYM	pseudolatry
worship	HYPONYM	pyrolatry
worship	HYPONYM	selenolatry
worship	HYPONYM	statolatry
worship	HYPONYM	staurolatry
worship	HYPONYM	symbolatry
worship	HYPONYM	thaumatolatry
worship	HYPONYM	theriolatry
worship	HYPONYM	zoolatry
corpse	POS	NOUN
corpse	GLOSS	dead body
corpse	SYNONYM	corpse
corpse	SYNONYM	body
corpse	SYNONYM	carcass
corpse	SYNONYM	cadaver
corpse	SYNONYM	corse
corpse	SYNONYM	DB
corpse	SYNONYM	floater
corpse	SYNONYM	lich
corpse	SYNONYM	mummy
corpse	SYNONYM	relics
corpse	SYNONYM	reliquiae
corpse	SYNONYM	remains
corpse	SYNONYM	skeleton
corpse	SYNONYM	stiff
corpse	SYNONYM	ashes
corpse	SYNONYM	cremains
corpse	SYNONYM	dust
corpse	SYNONYM	fossil
body	POS	NOUN
body	GLOSS	physical structure of a human or animal
body	SYNONYM	body
body	SYNONYM	soma
body	SYNONYM	corpus
body	SYNONYM	flesh
male genitalia	POS	NOUN
male genitalia	GLOSS	collective or unspecific reference to the penis and testicles
male genitalia	SYNONYM	area
male genitalia	SYNONYM	basket
male genitalia	SYNONYM	lunchbox
male genitalia	SYNONYM	package
male genitalia	SYNONYM	groin
male genitalia	SYNONYM	Big Jim and the Twins
testicles	POS	NOUN
testicles	GLOSS	male sex and endocrine glands
testicles	SYNONYM	testicles
testicles	SYNONYM	testes
testicles	SYNONYM	acorns
testicles	SYNONYM	agates
testicles	SYNONYM	apples
testicles	SYNONYM	apricots
testicles	SYNONYM	bags
testicles	SYNONYM	ballocks
testicles	SYNONYM	balls
testicles	SYNONYM	bangers
testicles	SYNONYM	bannocks
testicles	SYNONYM	baws
testicles	SYNONYM	beans
testicles	SYNONYM	bean bags
testicles	SYNONYM	berries
testicles	SYNONYM	bollocks
testicles	SYNONYM	bolls
testicles	SYNONYM	boys
testicles	SYNONYM	cherries
testicles	SYNONYM	chicken nuggets
testicles	SYNONYM	chuckles
testicles	SYNONYM	clockweights
testicles	SYNONYM	cobblers
testicles	SYNONYM	cods
testicles	SYNONYM	coin purse
testicles	SYNONYM	cojones
testicles	SYNONYM	crown jewels
testicles	SYNONYM	cubes
testicles	SYNONYM	eggs
testicles	SYNONYM	family jewels
testicles	SYNONYM	giggle berries
